Emotion,Text
neutral,"Hey John , nice skates . Are they new ? "
neutral, A physics class about the creation of the universe ? That ’ s some pretty unscientific language there . Sounds more religious to me . 
anger, You are always like this . I've told you many times not to tell her . 
joy,When I fell in love.
sadness,When I got a message that my child was not feeling well.
sadness,When I was told that my father had passed away.
joy,China winning the Asian Olympic.
anger," Oh , this one is perfect . "
anger," I don't need your help , jerk . "
sadness,"The  will be  into   and it will keep on saying, Is there any  A muslim hell fire."
joy,"We were pleased to see the Canadians do so well in the World Cup after they had beaten us over there "" ! "
anger,"When it became clear that a man had used many people sexually and psychologically, despite the fact that many people looked up to him.  I understood that one could not trust him and I was forced to hide this for a while."
neutral, At five . 
joy,"I had been very weary all week - no letters, no phonecalls, no visitors and then my younger sister came with some cheese, a card and some pocket money for me; and she told me that she was working now."
neutral, OK . 
sadness,He looked so crestfallen that Old Bulldog didn't know what to do for a minute . 
joy,I enjoyed his excitement with politics . 
anger,"I entrusted a friend with the delivery of some money to my father, however he misused the money."
neutral, Let's go on the computer to see what's up . Do you think you are doing well ? 
sadness,A friend breaking up with her boyfriend.
joy, Well that's great ! It's nice that we have something in common . 
joy,I passed my MCE Examination. at first I was worried but when I heard my name I had joy in my heart and I arranged for a trip to attend a wedding ceremony.
sadness, I'm afraid you've made a mistake . This isn't what I ordered . 
sadness,When I crashed my car.
joy, Come over and visit when you have time . 
joy,"His delight and sense of wonder at the growth of his baby were erratic as other interests pressed , but real enough . "
joy,"When my lover and I felt like we had gone full circle. And our relationship was new, fresh, vital etc. once again."
sadness,"The grief-stricken widow refused to leave her dead husband 's side , and even crawled into his bed in a vain attempt to infect herself with his disease . "
joy,She was tingling with excitement . 
anger,"` Jane , my darling , it 's not because she 's mad that I hate her . "
sadness,When I left my part-time job.
anger,He says old Plumpton gets mad at them . 
sadness,I had fear of my father (parents) when I first became pregnant. I was afraid of delivery itself and whether I would give birth to a stiiborn or a baby.
sadness,When I heard about the death of my aunt.
joy,When my husband suddenly came to see me at my new job and brought some flowers and cake with him.
joy,I finished my homework; an important task.
joy,He seemed happy with this . 
neutral, Thanks . 
joy,They were delighted with the turnout of spectators and the general organisations by local authorities . 
joy, It's a new concert hall and the acoustics are great . 
joy,"When I was 17, I had a mystic vision. I melted into a dazzling light, which omitted perfect love. The physical experience became unimportant, I heard or saw the words overcome egotism. The feeling of joy remained for month after that experience."""
joy, Thanks for the invitation . I will ! 
neutral, Why ? 
neutral, Which days are these classes on ? 
sadness,"I was watching a sunset after my latest boyfriend left me and I realized that we would never watch sunsets again, probaly never see eachother again and none of it mattered."
joy,The day I got a letter from the U.G.C informing me that I had been awarded the junior research fellowship.
neutral,Jack wonders whether Linda likes him or not . 
anger,"A friend had promised to get me a book which was very important for my work, but she forgot it."
anger,Parkin sighed with exasperation . 
sadness,"I couldn't sleep, and began to remind of my childhood. We are many sisters and at that time we were spanked a lot and I don't know why I started to remind of the spanks they and I had had, their shouts when this happened."
neutral," yes , I was just wondering how you and your roommate were planning on coming to my place . "
sadness," So sorry , I must have confused the orders . I'll check it . "
anger,"Lissa hated the cold incisiveness of his tone , and she was angry with herself for caring so much . "
joy," ok , I ’ ll do that . Thank you , Iris . "
neutral, What's up ? 
neutral, Maybe I should just get a tongue piercing ! 
joy,"` If the manual was lying in the BMW , I think some hint of the elation of the police would have come through on the intercepts . "
neutral, I guess . 
sadness,Follow me on Twitter for official @OfficialPWG results and coverage
joy,When I heard my name being announced on the radio that I had been successful in an interview for admittance for a medical Assistant training course. I was really happy and I enjoyed myself by dancing to music from the Radio cassette.
joy,Yesterday when I received a B on a history midterm. I felt overjoyed after having received C's previously.
anger,When the bus driver failed to stop and pick me up at a bus stop.
sadness,"When I was a child, I was always afraid of my father. Just when he looked at me, I felt frightened."
